,index,ticker,activity_domain,market_cap,net_revenue_y1,net_revenue_y2,net_revenue_y3,net_revenue_y4,net_income_y1,net_income_y2,net_income_y3,net_income_y4,earnings_per_share_y0,earnings_per_share_y1,earnings_per_share_y2,earnings_per_share_y3,earnings_per_share_y4,forward_earnings_per_share,price_earnings_ratio,forward_price_earnings_ratio,projected_earnings_growth,free_cash_flow,return_on_equity_y0,return_on_equity_y1,return_on_equity_y2,return_on_equity_y3,return_on_equity_y4,dividend_payout_ratio,price_to_free_cash_flow,stock_price,debt_to_equity_ratio_y1,debt_to_equity_ratio_y2,debt_to_equity_ratio_y3,return_on_assets_y1,return_on_assets_y2,return_on_assets_y3,return_on_assets_y4,return_on_investments_y1,return_on_investments_y2,return_on_investments_y3,return_on_investments_y4,price_to_earnings_growth,price_to_book_ratio
160,240,HST,Real Estate,11849275392,4907000000.0,2890000000.0,1620000000.0,5469000000.0,633000000.0,-11000000.0,-732000000.0,920000000.0,1.12,0.89,-0.02,-1.04,1.26,0.91,14.875,18.307692,16.34615357142857,1276625024,0.1093,0.09433681073025335,-0.0017078093463747865,-0.11580446131941148,0.12570023227216834,0.4811,9.382002247325524,16.84,0.7128166915052161,0.8469181804067691,0.9731055212782788,0.05159344689868775,-0.0008905440414507772,-0.05678820791311094,0.07476635514018691,4.795454545454546,-0.2619047619047619,-34.857142857142854,16.428571428571427,0.59,1.6999999
161,241,HWM,Industrials,20598423552,5663000000.0,4972000000.0,5259000000.0,14192000000.0,469000000.0,258000000.0,261000000.0,470000000.0,1.16,1.12,0.6,0.59,1.05,2.11,42.96552,23.620853,20.362804310344828,451624992,0.14786,0.130241599555679,0.07354618015963511,0.0729050279329609,0.10201866724549598,0.111099996,45.56381877183625,49.79,1.155790058317134,1.2063854047890537,1.4175977653631284,0.04573378839590444,0.02524708875623838,0.02280272584308929,0.026737967914438502,0.0017422608643402782,0.002545060765659116,0.000850773644644162,0.0005381289347076394,1.65,5.519991
162,243,HUM,Healthcare,61851525120,92870000000.0,83064000000.0,77155000000.0,64888000000.0,2806000000.0,2933000000.0,3367000000.0,2707000000.0,24.65,22.2,22.79,25.47,20.2,32.02,20.082354,15.460025,0.6271815415821501,12195999744,0.20796,0.18326693227091634,0.1824004975124378,0.24526515151515152,0.2248899227382238,0.1246,5.054556034270773,493.38,0.7461302331656978,0.7972636815920398,0.5084498834498834,0.06517245383811404,0.06614347247592631,0.09628528124910635,0.09310724358533398,0.18694203864090606,0.20782257493091477,0.22542849491162292,0.21758701069045897,1.28,3.6436772
163,245,HII,Industrials,8963041280,10676000000.0,9524000000.0,9361000000.0,8899000000.0,579000000.0,544000000.0,696000000.0,549000000.0,14.16,14.44,13.5,17.14,13.26,16.59,15.867938,13.543701,0.956476059322034,433624992,0.15762,0.16595012897678418,0.19373219373219372,0.3661230931088901,0.34571788413098237,0.3769,20.94325034199136,227.66,0.9031241043278877,1.2435897435897436,0.9694897422409259,0.053329649074329924,0.051190364166745085,0.08532548731151159,0.07808277627648984,0.002090909172819,0.005939546144125141,0.004113013175858563,0.001278323451116753,2.12,2.4589071
164,246,IBM,Technology,130501615616,60530000000.0,57351000000.0,73620000000.0,77147000000.0,1639000000.0,5742000000.0,5590000000.0,9431000000.0,2.36,1.82,6.41,6.28,10.63,10.08,60.699154,14.211309,6.021741101694915,10071374848,0.10396,0.07469012030623405,0.30379345008200626,0.27139874739039666,0.4525214720982678,2.8128,12.888930178744948,142.49,2.461401749908859,2.917305962647479,3.227120454435112,0.012880865745070455,0.04349967045704199,0.035839995896673096,0.06197022065104543,1.0136054421768708,3.149753154141525,2.4496056091148115,4.54725168756027,3.27,5.8781285
165,247,IEX,Industrials,16738660352,3181900000.0,2764800000.0,2351646000.0,2494573000.0,586900000.0,449400000.0,377778000.0,425521000.0,7.72,7.74,5.91,4.98,5.62,8.67,28.68912,25.545559,3.309010233160622,467524992,0.19351,0.19310367518836574,0.16032250008918697,0.1487196102043813,0.18801499980779673,0.39900002,36.02093898757823,222.83,0.4832362715098871,0.42463700902572155,0.41116477698829584,0.10647870970082912,0.09139347596192955,0.08557859984532433,0.11157074415980232,0.0035926232398361692,0.007363034545216956,0.0019489678489811816,0.0037034662352223753,2.34,5.1140666
166,248,IDXX,Healthcare,42124152832,3367324000.0,3215360000.0,2706655000.0,2406908000.0,679089000.0,744845000.0,581776000.0,427720000.0,8.29,8.12,8.74,6.82,4.97,11.14,61.21713,45.555653,5.495253679131484,511521504,1.02063,1.1155704351797247,1.079498023165486,0.9204034881219071,2.4100567410253952,0.0,84.07493803036677,518.75,2.2150271792251828,1.3387126227550465,1.4372682284745162,0.24723228962069926,0.3056146738700059,0.25354566734116024,0.23341109701360183,12.235837837837838,55.8019928079113,48.2201409034397,31.3187376436992,3.29,38.533787
167,249,ITW,Industrials,73483747328,15932000000.0,14455000000.0,12574000000.0,14109000000.0,3034000000.0,2694000000.0,2109000000.0,2521000000.0,9.99,9.8,8.55,6.66,7.78,10.38,24.204205,23.294798,2.3318116116116117,2359749888,0.95844,0.9825129533678757,0.7431724137931035,0.6629990569003458,0.8331130204890945,0.5188,31.797290491152257,246.9,2.513924870466321,2.1205517241379312,2.5532851304621187,0.19673194138244066,0.16756857622690802,0.13508839354342814,0.16730820281391026,,,,49.431372549019606,6.11,23.638674
168,251,INCY,Healthcare,14614495232,3394635000.0,2986267000.0,2666702000.0,2158759000.0,340660000.0,948581000.0,-295697000.0,446906000.0,1.43,1.53,4.3,-1.36,2.08,4.59,45.81119,14.272331,9.98065104895105,739107904,0.083050005,0.07795211068623074,0.25161273038437093,-0.11323885560578233,0.17199236762846146,0.0,19.745989565280038,65.42,0.00761123438515061,0.0090893802765196,0.013348687304405369,0.05832236486181096,0.19227920488949501,-0.08303954205067345,0.1304168672940833,2.548400610431192,4.287061726609601,-1.3301649565229126,3.3436782211182354,1.29,3.086164
169,252,IR,Industrials,27474929664,5916300000.0,5152400000.0,4910200000.0,2451900000.0,604700000.0,562500000.0,-33300000.0,159100000.0,1.58,1.49,1.36,-0.09,0.78,3.07,42.98734,22.12378,14.00239240506329,838275008,0.0757,0.06575828095434873,0.06248958506915514,-0.0036514359024967928,0.08508476389111717,0.0476,32.88172132303389,68.14,0.2993323038778573,0.3822251846914403,0.42759081987346076,0.040952464800655564,0.037117687815500344,-0.002073655237691953,0.03437472992826895,0.0013459089679366508,0.0029445495504862246,-4.770165854584463e-05,0.0009744404048565012,1.92,2.9171495
170,254,ICE,Financial Services,64272736256,9636000000.0,9168000000.0,8244000000.0,6547000000.0,1446000000.0,4058000000.0,2089000000.0,1933000000.0,2.59,2.59,7.22,3.79,3.44,6.15,44.324326,18.666666,7.20720694980695,2650625024,0.075040005,0.06368360785695411,0.17869567131974107,0.10713919376346293,0.11202549985511447,0.5316,24.121409756071177,114.2,0.8093015062098123,0.6239816812717425,0.8645502102779772,0.0074406446500427095,0.020971359469152774,0.01655309033280507,0.02045654175441567,0.0004624014646159553,0.004168273818448008,0.001157607862783626,0.0002033084974780345,2.97,2.6988904
171,256,IP,Consumer Cyclical,12337875968,21161000000.0,19363000000.0,20580000000.0,22376000000.0,1504000000.0,1752000000.0,482000000.0,1225000000.0,4.53,4.14,4.5,1.23,3.1,2.15,7.8476815,16.534883,3.650084547461369,699500032,0.16645001,0.17700364834647522,0.19290905086985247,0.06137000254647314,0.15882276675742255,0.45790002,17.71751910987761,35.71,0.6898905496057433,0.6402774719224841,1.8742042271454036,0.06282372598162071,0.06940537970922632,0.015196418437480295,0.03659884676286935,0.6064516129032258,0.5789821546596167,0.1403202328966521,0.13906232262458848,0.86,1.4636256
172,257,IPG,Communication Services,12843318272,10927800000.0,10240700000.0,9061000000.0,10221300000.0,938000000.0,952800000.0,351100000.0,656000000.0,2.4,2.4,2.42,0.9,1.7,3.04,13.862499,10.944079,4.560032916666667,412524992,0.26454002,0.25713424161846543,0.2702212138400454,0.12127806563039724,0.23631975215245507,0.5,31.152144846729676,33.29,1.2422489651580362,1.36091888825865,1.7878411053540588,0.049774475988325816,0.04785727201494786,0.01945939354974588,0.03695379086182324,0.0023820892637138554,0.00710919942877494,0.001314318865341832,0.0001590062930570946,2.16,3.4743106
173,259,ISRG,Healthcare,107047337984,6222200000.0,5710100000.0,4358400000.0,4478500000.0,1322300000.0,1704600000.0,1060600000.0,1379300000.0,3.99,3.72,4.79,3.02,3.983333,6.51,76.3584,46.80031,11.729401002506266,1286537472,0.12047,0.11899105519860338,0.14262644856294188,0.10867805432878032,0.16648762176059484,0.0,83.05009396010814,304.1,,0.007279420993180772,,0.10191922306150764,0.12575433419402435,0.09496011245512091,0.14171084535404593,0.5040021344717183,0.3860491450571849,0.6034021732946464,0.5257480465027635,3.46,9.009908
174,260,IVZ,Financial Services,7558603264,6048900000.0,6894500000.0,6145600000.0,6117400000.0,920700000.0,1629800000.0,761600000.0,688300000.0,1.36,1.5,3.01,1.14,1.29,1.88,11.933823,8.632978,6.34777794117647,1284912512,0.047870003,0.060518220539517276,0.1051768866402509,0.05302956453926388,0.049651938683498646,0.5446,5.887070121331343,16.51,0.5309722879528843,0.6079840989171259,0.6125067888426242,0.030940826970642005,0.049862936583694346,0.020863409863549575,0.017460546977065117,0.09460834181078331,0.1551983545051136,0.08545493307002681,0.07968740955137482,0.72,0.64330727
175,261,INVH,Real Estate,21211056128,2238121000.0,1996615000.0,1822828000.0,1764685000.0,383329000.0,261425000.0,196212000.0,145463000.0,0.68,0.63,0.45,0.35,0.27,0.79,50.764706,43.6962,64.25911764705882,853196992,0.04271,0.03724771754742968,0.026682168197529593,0.023070668708644798,0.017708245327547088,1.3333,24.822500234224922,34.61,0.7549138878097725,0.8163777939855938,0.9443467678641242,0.02067945397855973,0.014102231726382882,0.011208129315394263,0.008363350353678597,1.36624597695414,2.004869818628015,2.8326908917666422,0.39127253751657615,3.45,2.0610185
176,262,IQV,Healthcare,41151053824,14410000000.0,13874000000.0,11359000000.0,11088000000.0,1091000000.0,966000000.0,279000000.0,191000000.0,5.59,5.82,5.05,1.46,0.98,11.64,39.674416,19.053265,3.4084552772808587,1386875008,0.19748,0.18924544666088464,0.15988083416087387,0.046492251291451424,0.03181742462102282,0.0,29.257037106086493,218.68,2.256895056374675,2.058589870903674,2.150308281953008,0.04305955716935707,0.03912673660334562,0.011358085002442599,0.008214700442991699,6.734567901234568,5.890243902439025,1.7222222222222223,1.256578947368421,1.95,7.0646324
177,263,IRM,Real Estate,17789003776,5103574000.0,4491531000.0,4147270000.0,4262584000.0,556981000.0,450219000.0,342693000.0,267377000.0,1.98,1.92,1.56,1.19,0.93,1.94,30.80808,31.443298,15.880453535353535,86270872,0.60855997,0.8748374348954243,0.5253013763201986,0.3014729104298386,0.18263930347918866,1.9178,205.92899127483028,60.92,20.869432734172285,13.35181455847144,9.455122548998046,0.03450825667633633,0.031156957379537803,0.02421984121156241,0.019351564065121805,0.0045847767334317125,0.010731012814010244,0.003135148253600897,-0.00027795030881905844,6.14,42.777
178,264,JBHT,Industrials,20919095296,14813999000.0,12168302000.0,9636573000.0,9165258000.0,969351000.0,760806000.0,506035000.0,516320000.0,8.19,9.343738,7.239311,4.789565,4.861179,9.07,24.715508,22.317532,2.724973382173382,-134534496,0.23712,0.2643611485646215,0.24401889014617925,0.19461851640182176,0.22775182849447448,0.2002,-156.26827300858213,203.43,0.3441008539400366,0.41735272382975774,0.50205950607237,0.12520127956131097,0.11202971414536271,0.08508786900737406,0.0943764903980256,0.0043814148228558,0.009855203513115248,0.002403458232898578,0.0027112303729841724,4.75,5.3475285
179,267,JNJ,Healthcare,447423348736,94943000000.0,93775000000.0,82584000000.0,82059000000.0,17941000000.0,20878000000.0,14714000000.0,15119000000.0,4.93,6.83,7.93,5.59,5.743195,11.32,34.92292,15.209364,3.0850636916835703,21505124352,0.1709,0.233594604447685,0.28204747173175904,0.23252947311861943,0.2542247481966,0.929,20.914187287136127,173.07,0.5163663350867143,0.45595287951042246,0.557318499320459,0.09574763312662106,0.1147029414673274,0.08413095932393336,0.09585488942990465,0.0034830159932084633,0.010652913351352817,0.002775837824878324,0.002613196794373515,3.73,5.952496
180,268,JCI,Industrials,40932667392,25299000000.0,23668000000.0,22317000000.0,23968000000.0,1532000000.0,1637000000.0,631000000.0,5674000000.0,1.99,2.2,2.28,0.84,6.52,4.02,29.979898,14.840796,7.457686432160804,1316375040,0.13067001,0.09417260880255716,0.09321261815282997,0.03616667621940735,0.2870585854497622,0.4799,31.579707630068707,60.59,0.5507745266781411,0.44072429108302014,0.44815727632257696,0.03633948479529389,0.03907853903079494,0.015460002450079627,0.1341783526852224,1.5908618899273106,1.5356472795497185,0.6903719912472648,6.651817116060961,1.1,2.4863513
181,270,JNPR,Technology,8956337152,5301200000.0,4735400000.0,4445100000.0,4445400000.0,471000000.0,252700000.0,257800000.0,345000000.0,1.52,1.46,0.78,0.78,1.01,2.38,18.322369,11.70168,7.698473684210526,510062496,0.095699996,0.1052490447140846,0.0585373763580347,0.05674039837129966,0.07482757124886132,0.6825,17.508854130690683,27.77,0.3841254944023597,0.42368366188700224,0.5041928029052493,0.05050017691144778,0.028434792393383593,0.027488990541995884,0.0390373060864252,3.3739255014326646,0.554774972557629,0.3926286932683521,0.5849440488301119,1.07,2.0324018
182,271,K,Consumer Defensive,21795981312,15315000000.0,14181000000.0,13770000000.0,13578000000.0,960000000.0,1488000000.0,1251000000.0,960000000.0,2.42,2.81,4.36,3.65,2.81,4.31,26.27686,14.754061,6.096719421487603,611500032,0.19957,0.24359299670134485,0.4,0.4019922879177378,0.3494721514379323,0.944,35.643468678412106,63.59,1.8195889368180664,2.0776881720430107,2.6066838046272496,0.05190311418685121,0.08185719000990208,0.06951544787730607,0.05465725347301298,2.2222222222222223,3.509433962264151,3.1994884910485935,2.376237623762376,5.26,5.490416
183,272,KDP,Consumer Defensive,46886252544,14057000000.0,12683000000.0,11618000000.0,11120000000.0,1436000000.0,2146000000.0,1325000000.0,1254000000.0,0.93,1.01,1.52,0.94,0.89,1.92,35.91398,17.395834,18.705197849462365,1550749952,0.06325,0.057151954151078564,0.08593624859843024,0.05560451550631584,0.05391925011824397,0.708,30.43371528936213,33.62,0.47627955106264425,0.47581291045971486,0.566032985018255,0.027702220421706503,0.04241274358670303,0.026617650013057714,0.02532412456076578,1.436,71.53333333333333,15.056818181818182,8.304635761589404,2.71,1.8465283
184,274,KEYS,Technology,28096528384,5420000000.0,4941000000.0,4221000000.0,4303000000.0,1124000000.0,894000000.0,627000000.0,621000000.0,6.58,6.23,4.84,3.35,3.31,8.58,23.93921,18.358974,2.7901176291793313,794249984,0.27817,0.2701273732275895,0.23625792811839325,0.19017288444040037,0.20672436750998668,0.0,35.184029112929764,156.67,0.48497957221821675,0.5346194503171248,0.6008492569002123,0.13879970363052604,0.11489525767896157,0.08686616791354947,0.09376415521666918,18.129032258064516,12.771428571428572,10.278688524590164,13.5,2.26,5.9644074
185,275,KMB,Consumer Defensive,43213279232,20175000000.0,19440000000.0,19140000000.0,18450000000.0,1934000000.0,1814000000.0,2352000000.0,2157000000.0,4.85,5.73,5.38,6.9,6.28,7.12,26.346392,17.946629,3.7003358762886602,2156124928,2.36324,3.5356489945155394,3.529182879377432,3.757188498402556,-65.36363636363636,0.96489996,20.04680863627583,127.81,15.396709323583181,16.68093385214008,13.361022364217252,0.10762381747356706,0.10169871615181925,0.1342235918507105,0.14113721128050774,8.126050420168067,6.255172413793104,7.84,8.048507462686567,2.03,86.454666
186,276,KIM,Real Estate,12621000704,1727684000.0,1364585000.0,1057893000.0,1158884000.0,125976000.0,844059000.0,1000833000.0,410605000.0,0.25,0.16,1.61,2.26,0.8,0.51,81.44,39.92157,159.68628,908440256,0.04158,0.013239019924107047,0.08526374708580499,0.17846382802987992,0.08440166811514006,1.4918,13.906691413551801,20.38,0.7641804305140619,0.7676717219618302,0.9721926218838511,0.007066932448908405,0.04572565689334624,0.08617100799363003,0.03733496686221065,0.10505599049979485,0.7476734277367453,1.4139374486108325,0.5315151232722085,-0.94,1.3115177
187,277,KMI,Energy,39082102784,19200000000.0,16610000000.0,11700000000.0,13209000000.0,2548000000.0,1784000000.0,119000000.0,2190000000.0,1.11,1.12,0.78,0.05,0.96,1.21,15.801803,14.495868,13.05934054054054,1521250048,0.081879996,0.08288335176631319,0.05787885669792039,0.0037854688891716505,0.0649042736055954,1.0044999,25.705427763575656,17.55,1.0340251122243185,1.0810109333938942,1.1034800865250032,0.03635948514512401,0.02533515110202227,0.0016533978019535104,0.029531938994295886,0.33294133019730826,0.2354183161784112,0.015030946065428824,0.28225286763758217,52.43,1.2788918
188,279,KHC,Consumer Defensive,42204782592,26485000000.0,26042000000.0,26185000000.0,24977000000.0,2363000000.0,1012000000.0,356000000.0,1935000000.0,1.96,1.93,0.83,0.29,1.59,2.98,17.545918,11.540268,5.887891836734694,2345625088,0.063769996,0.04854348987222154,0.020528216154813584,0.007105362952318225,0.03748329233093776,0.625,18.06099483137861,34.52,0.41230124491556763,0.44251288084709317,0.564956190248089,0.026106747097102073,0.010835813863845644,0.003566062305920064,0.019073435189748644,0.000885893366353731,0.0008995283686571436,9.025971595642192e-05,0.0006003560878969366,2.3,0.84777516
189,281,LHX,Industrials,35315933184,17062000000.0,17814000000.0,18194000000.0,12856000000.0,1062000000.0,1846000000.0,1119000000.0,1333000000.0,4.23,5.54,9.17,5.23,8.04,13.42,44.068558,13.890462,3.2837971631205667,1890249984,0.042729996,0.0573341251417157,0.09555360008282002,0.05369224125521808,0.05861917326297274,1.0686,18.758377083906378,187.16,0.42034227716892514,0.4052487188777887,0.3671608847943957,0.03167879727956091,0.05318505286813219,0.030275974025974026,0.03598909257809336,0.0010683604861930068,0.0043242188019425205,0.0007002452120815749,0.0012070599982468106,13.21,1.9127018
190,282,LH,Healthcare,18962171904,14876800000.0,16120900000.0,13978500000.0,11554800000.0,1279100000.0,2377300000.0,1556100000.0,823800000.0,11.13,14.05,24.6,15.99,8.42,14.98,19.22911,14.28705,1.2836522911051214,1359000064,0.09936,0.12668621119980983,0.23141469302728537,0.16625532869643259,0.10886745077309369,0.2699,14.096461440637578,216.22,0.6234673058257235,0.6174108576935432,0.7218607433998953,0.06346284563212289,0.11661777546675561,0.07752706547028901,0.045712319797573994,19.468797564687975,39.03612479474548,21.17142857142857,9.703180212014134,-3.24,2.1609015
191,285,LVS,Consumer Cyclical,43879256064,4110000000.0,4234000000.0,3612000000.0,13739000000.0,1832000000.0,-961000000.0,-1685000000.0,2698000000.0,0.07,2.4,-1.26,-2.21,3.5,3.05,820.0,18.819674,268.85248571428565,246124992,-0.032479998,0.4720432878124195,-0.4814629258517034,-0.5667675748402288,0.5201465201465202,0.0,176.5721157874126,56.85,4.116980159752641,7.412324649298597,4.711402623612512,0.08312536866463996,-0.04790866942519567,-0.08098236170519536,0.1162981162981163,0.004157654954316208,-0.010801573509071254,-0.006087781342178286,0.0018718976948835682,0.51,10.127028
192,286,LDOS,Technology,13352993792,14396000000.0,13737000000.0,12297000000.0,11094000000.0,685000000.0,753000000.0,628000000.0,667000000.0,4.88,5.0,5.34,4.42,4.66,7.38,19.944672,13.188347,2.7025301229508196,671249984,0.16487,0.15933938125145383,0.17548357026334188,0.16261004660797515,0.19542924113682977,0.2802,19.939737234347554,97.56,1.2770411723656665,1.320205080400839,1.37441740031072,0.052406089817152474,0.056783048035593094,0.05019582767164895,0.07120743034055728,38.05555555555556,30.12,41.86666666666667,35.10526315789474,1.85,2.900611
193,287,LEN,Consumer Cyclical,35065458688,33671010000.0,27130676000.0,22488854000.0,22259561000.0,4614125000.0,4430111000.0,2465036000.0,1849052000.0,14.63,15.74,14.28,7.88,5.76,13.57,8.4326725,9.091378,0.6214202323991798,4323740672,0.18290001,0.19145349681541876,0.21281805113029734,0.1369855918824802,0.11593153573239867,0.1025,7.370657667269088,125.58,0.16793402626501525,0.22349361141502444,0.3309700283236498,0.12147454625655156,0.13340582438246848,0.08234579671935796,0.06297965930018384,3.933060509869038,4.557333522617387,2.586126186427075,0.8335374668837079,16.78,1.4175084
194,289,LIN,Basic Materials,187182727168,33364000000.0,30793000000.0,27243000000.0,28228000000.0,4147000000.0,3826000000.0,2501000000.0,2285000000.0,8.99,8.3,7.4,4.75,4.22,15.3,42.527256,24.988235,2.779558954393771,4959000064,0.14158,0.10360247826521435,0.0868854320426933,0.05285626730350614,0.046562334433712355,0.42740002,37.473569648157195,379.56,0.4475367242929949,0.3226297263540366,0.3413994970095315,0.05206005674257451,0.0468843820844311,0.028346688730462772,0.026382025585369232,1.6365430149960536,1.4508911642017444,1.2000959692898272,1.1054668601838413,2.3,4.6741815
195,291,LKQ,Consumer Cyclical,14342780928,12794000000.0,13088504000.0,11628830000.0,12506109000.0,1149000000.0,1090873000.0,638423000.0,541260000.0,4.18,4.15,3.68,2.1,1.76,4.36,12.837321,12.307339,2.944339473684211,690499968,0.17331,0.21070970108197323,0.189002318883166,0.11288098168968114,0.10806017158340514,0.2859,20.655459900035794,53.36,0.7216211259856959,0.7318824258317763,0.7586856346090806,0.09544774879548097,0.08653495745014697,0.05165011897140682,0.04235225848977884,8.148936170212766,6.036761572729033,4.112914240065969,3.8871612935659243,0.41,2.4129868
196,292,LMT,Industrials,113336541184,65984000000.0,67044000000.0,65398000000.0,59812000000.0,5732000000.0,6315000000.0,6833000000.0,6230000000.0,27.26,21.74,22.85,24.4,22.09,28.1,16.509537,16.016014,0.5875280264123257,4890375168,0.68305,0.6186056550830995,0.5762387079113058,1.1359933499584371,1.992324912056284,0.4326,23.317556386806846,452.81,1.6651197927908483,1.0654256775253217,2.02310889443059,0.1083963691376702,0.12413264403514634,0.13474659830408203,0.13108062615721258,0.0054344961891414885,0.016262379991219936,0.012051309212429839,-0.006515217573873116,1.52,12.225301
197,295,LYB,Basic Materials,33101398016,50451000000.0,46173000000.0,27753000000.0,34727000000.0,3882000000.0,5596000000.0,1420000000.0,3390000000.0,9.27,11.84,16.77,4.24,9.59,10.08,10.862998,9.990079,1.0776784250269686,1680749952,0.16625,0.30772889417360283,0.47191769269691347,0.1781457784468699,0.42143212332173047,0.745,19.225178339056114,99.34,1.044391597304796,1.1468207117557767,2.194078534688245,0.10675099683761859,0.15230526373088019,0.04010959523204248,0.11138491867915229,0.9038416763678696,1.1692436272461346,0.3002748995559315,1.593045112781955,-11.3,2.5271664
198,297,MRO,Energy,16205928448,7540000000.0,5601000000.0,3097000000.0,5063000000.0,3612000000.0,946000000.0,-1451000000.0,480000000.0,4.14,5.706161,1.2,-1.83,0.59,3.24,6.3381643,8.098765,1.956223429951691,1595874944,0.17965999,0.3169255067122927,0.0885270447314243,-0.13739229239655334,0.03949642063687978,0.1146,10.166496002934926,26.27,0.5196981661840835,0.3756316676024705,0.511693968374207,0.18114343029087263,0.05566670589619866,-0.08080864335041212,0.0237095579155347,6.259965337954939,2.102222222222222,-3.2460850111856825,0.7239819004524887,-1.27,1.4142503
199,298,MPC,Energy,62470397952,177453000000.0,119983000000.0,69779000000.0,124016000000.0,14516000000.0,9738000000.0,-9919000000.0,2637000000.0,32.58,28.31,15.34,-15.13,4.0,14.08,4.459177,10.318182,0.31670294659300186,9420000256,0.43036,0.523759696915028,0.3715942913836526,-0.4468219289157169,0.07826319225974951,0.1038,6.575530606864562,144.05,1.0069998195922785,1.0266351217278487,1.4908329204018198,0.16146111407723795,0.11406416548557506,-0.11647760633175978,0.026756361865335445,2.2449737086297556,1.800332778702163,-1.8293987458502399,0.38228472020875615,-0.4,2.2881982
200,299,MKTX,Financial Services,8913710080,718300000.0,698951000.0,689125000.0,511352000.0,250224000.0,257888000.0,299377000.0,204902000.0,6.72,6.68,6.88,8.01,5.53,8.28,35.2128,28.578505,4.252753720238095,379254752,0.23271999,0.23145464821250344,0.24765751568458547,0.31346374734179283,0.26607504827351575,0.4232,23.696909279596845,238.58,0.07647445686911301,0.08491715715508077,0.09801677589180167,0.15563371740448756,0.16850446796109908,0.2248538975792175,0.21457279591174222,2.9862516708038953,7.1480680747269805,10.649816797694852,0.8890344806640142,2.61,7.652233
201,301,MMC,Financial Services,94241480704,20720000000.0,19820000000.0,17224000000.0,16652000000.0,3050000000.0,3143000000.0,2016000000.0,1742000000.0,6.59,6.11,6.2,3.98,3.44,8.56,28.95144,22.28855,3.382177541729894,2831124992,0.28816998,0.28374732533258906,0.2800748529673855,0.21771058315334774,0.2193126022913257,0.35869998,33.27717555195811,190.73,1.2533258907805378,1.1728747103903048,1.466414686825054,0.09116996472768578,0.09139816214958707,0.06103542234332425,0.05562474055624741,0.0035747197544696322,0.009455010721543568,0.002502025993921051,0.0010760961658495569,2.35,7.8806276
202,302,MLM,Basic Materials,28429426688,6160700000.0,5414000000.0,4729900000.0,4739098000.0,866800000.0,702500000.0,721000000.0,611915000.0,15.22,13.91,11.26,11.56,9.77,20.09,30.142574,22.83574,1.500377135348226,-69312496,0.13542,0.12084541601606068,0.10745533529123838,0.1223423209407293,0.11430634245482685,0.1712,-403.6990956435908,451.54,0.7026544724514834,0.7802251590797846,0.44555681876028713,0.05781133283534308,0.04880844855137914,0.06814229547860275,0.060396399519248946,0.0020179573694503014,0.004313615599912328,0.0015909554434743811,0.0019279388723823562,1.19,3.8204408
203,304,MA,Financial Services,376341397504,22237000000.0,18884000000.0,15301000000.0,16883000000.0,9930000000.0,8687000000.0,6411000000.0,8118000000.0,10.02,10.26,8.79,6.4,7.98,14.51,39.63473,27.37009,2.731545908183633,10490500096,1.72789,1.5766910130200062,1.18804704595186,1.0031294007197622,1.377566604445953,0.19870001,35.28150656456178,393.67,2.2265798666243253,1.901121444201313,1.9827882960413081,0.25643012085528355,0.23061403275903264,0.19089447355883754,0.27767136407169246,5.7398843930635834,4.736641221374046,5.470136518771331,8.88183807439825,1.86,68.0617
204,306,MKC,Consumer Defensive,23071565824,6350500000.0,6317900000.0,5601300000.0,5347400000.0,682000000.0,755300000.0,747400000.0,702700000.0,2.59,2.54,2.83,2.8,2.65,2.93,33.25869,29.399317,11.351087644787645,555537472,0.14622,0.14571092831962398,0.17123101337565177,0.1903670308957999,0.2040241565530457,0.5869,39.30998015557806,86.97,1.1378485204572162,1.221673090002267,1.249178574157561,0.051962300665147926,0.05852407444714779,0.061821219715956555,0.06781443915808572,2.409893992932862,2.506803849983405,0.9938829787234043,2.263853092783505,4.04,4.681776
205,311,META,Communication Services,783529017344,116609000000.0,117929000000.0,85965000000.0,70697000000.0,23200000000.0,39370000000.0,29146000000.0,18485000000.0,7.71,8.63,13.99,10.22,6.48,16.78,39.65499,18.220499,2.3632294422827496,20247750656,0.17356001,0.18454734196145187,0.31526517669103693,0.22718840127835374,0.18292200209788825,0.0,33.34544749459799,305.21,0.21152148146969685,0.111091536607436,0.08304622340010913,0.12491452508251358,0.23718724960388465,0.18294458811418815,0.13859315019193857,3.7413320432188355,5.811070110701107,4.675328841835098,,0.74,5.926227
206,314,MGM,Consumer Cyclical,16909377536,13127485000.0,9680140000.0,5162082000.0,12899672000.0,1473093000.0,1254370000.0,-1032724000.0,2049146000.0,4.79,3.52,2.44,-2.02,3.9,2.69,9.703549,17.27881,3.607267223382046,1342070912,-0.107939996,0.30489168128764205,0.20662878491494727,-0.15876518088540548,0.26518386518386516,0.0039,12.401583602759732,45.75,7.009911148210018,4.047883050318377,3.1925712166815328,0.032239480842750294,0.030669856042854323,-0.028297735789849628,0.06092644109830445,8.513069308075059,1.2971178147012958,-0.7136788609599024,2.4917688717675586,-0.06,3.7130532
